"","sample","latitude","longitude","Max_if_2_habitats_have_same","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"361","LGBDT2_2475",-33.56561667,115.1887333,"Unconsolidated",-25.0516681671143,0.606300159828383,0.606300159828383,20.4034772494633,20.4034772494633,-0.0234494209289551,0.0807938575744629,0.259895324707031,1
"362","LGBDT2_2477",-33.56561667,115.1887333,"Seagrasses",-25.0516681671143,0.606300159828383,0.606300159828383,20.4034772494633,20.4034772494633,-0.0234494209289551,0.0807938575744629,0.259895324707031,1
"390","LGBDT3_0161",-33.59973333,115.21695,"Seagrasses",-13.6972103118896,NA,NA,NA,NA,NA,NA,0.0521459579467773,16
"391","LGBDT3_0161",-33.59973333,115.21695,"Seagrasses",-13.6972103118896,NA,NA,NA,NA,NA,NA,0.0521459579467773,16
"392","LGBDT3_0181",-33.59893333,115.2168,"Seagrasses",-13.9949321746826,0.177605037551793,0.177605037551793,32.1760924255578,32.1760924255578,0.00866150856018066,0.0283441543579102,0.0840787887573242,1
"393","LGBDT3_0181",-33.59893333,115.2168,"Seagrasses",-13.9949321746826,0.177605037551793,0.177605037551793,32.1760924255578,32.1760924255578,0.00866150856018066,0.0283441543579102,0.0840787887573242,1
"394","LGBDT3_0192",-33.59851667,115.2168,"Seagrasses",-14.2067089080811,0.428542516233573,0.428542516233573,21.410327925272,21.410327925272,0.0186251401901245,0.059592604637146,0.188605308532715,1
"395","LGBDT3_0192",-33.59851667,115.2168,"Seagrasses",-14.2067089080811,0.428542516233573,0.428542516233573,21.410327925272,21.410327925272,0.0186251401901245,0.059592604637146,0.188605308532715,1
"396","LGBDT3_0194",-33.59843333,115.2167667,"Seagrasses",-14.3068075180054,0.551581045652769,0.551581045652769,22.6771254915784,22.6771254915784,-0.0127595663070679,0.0764023065567017,0.240164756774902,1
"397","LGBDT3_0194",-33.59843333,115.2167667,"Seagrasses",-14.3068075180054,0.551581045652769,0.551581045652769,22.6771254915784,22.6771254915784,-0.0127595663070679,0.0764023065567017,0.240164756774902,1
"398","LGBDT3_0203",-33.59811667,115.2166333,"Seagrasses",-14.3753814697266,0.0816212711000035,0.0816212711000035,92.5808903202262,92.5808903202262,-0.000167489051818848,0.0146149396896362,0.0433015823364258,1
"399","LGBDT3_0203",-33.59811667,115.2166333,"Seagrasses",-14.3753814697266,0.0816212711000035,0.0816212711000035,92.5808903202262,92.5808903202262,-0.000167489051818848,0.0146149396896362,0.0433015823364258,1
"400","LGBDT3_0205",-33.59803333,115.2166333,"Seagrasses",-14.3900566101074,0.128384898578832,0.128384898578832,65.148693845052,65.148693845052,-0.0147418975830078,0.0237367153167725,0.0758581161499023,128
"401","LGBDT3_0205",-33.59803333,115.2166333,"Seagrasses",-14.3900566101074,0.128384898578832,0.128384898578832,65.148693845052,65.148693845052,-0.0147418975830078,0.0237367153167725,0.0758581161499023,128
"402","LGBDT3_0209",-33.59788333,115.21655,"Seagrasses",-14.3401355743408,0.254082643784685,0.254082643784685,105.549250368044,105.549250368044,0.00326764583587646,0.0340973138809204,0.100500106811523,1
"403","LGBDT3_0209",-33.59788333,115.21655,"Seagrasses",-14.3401355743408,0.254082643784685,0.254082643784685,105.549250368044,105.549250368044,0.00326764583587646,0.0340973138809204,0.100500106811523,1
"404","LGBDT3_0211",-33.59781667,115.2165167,"Turf.algae",-14.3228073120117,0.189344252934179,0.189344252934179,86.6680252047859,86.6680252047859,0.0213090181350708,0.0320597887039185,0.100500106811523,1
"405","LGBDT3_0211",-33.59781667,115.2165167,"Turf.algae",-14.3228073120117,0.189344252934179,0.189344252934179,86.6680252047859,86.6680252047859,0.0213090181350708,0.0320597887039185,0.100500106811523,1
"406","LGBDT3_0216",-33.59763333,115.2164833,"Seagrasses",-14.3857622146606,0.521080242917174,0.521080242917174,28.6110485366609,28.6110485366609,0.0173333883285522,0.0710693597793579,0.236820220947266,1
"407","LGBDT3_0216",-33.59763333,115.2164833,"Seagrasses",-14.3857622146606,0.521080242917174,0.521080242917174,28.6110485366609,28.6110485366609,0.0173333883285522,0.0710693597793579,0.236820220947266,1
"408","LGBDT3_0235",-33.59696667,115.21615,"Seagrasses",-14.8770017623901,0.740275794315314,0.740275794315314,350.360788034364,350.360788034364,0.0185045003890991,0.101590037345886,0.282342910766602,16
"409","LGBDT3_0235",-33.59696667,115.21615,"Seagrasses",-14.8770017623901,0.740275794315314,0.740275794315314,350.360788034364,350.360788034364,0.0185045003890991,0.101590037345886,0.282342910766602,16
"410","LGBDT3_0240",-33.5968,115.21605,"Seagrasses",-15.0276412963867,0.124055109078233,0.124055109078233,119.903621617701,119.903621617701,-0.0119209289550781,0.01894211769104,0.0802516937255859,1
"411","LGBDT3_0240",-33.5968,115.21605,"Seagrasses",-15.0276412963867,0.124055109078233,0.124055109078233,119.903621617701,119.903621617701,-0.0119209289550781,0.01894211769104,0.0802516937255859,1
"412","LGBDT3_0249",-33.59646667,115.21605,"Seagrasses",-15.2133188247681,0.482116171726685,0.482116171726685,7.3008600157134,7.3008600157134,-0.00742697715759277,0.0651109218597412,0.183453559875488,1
"413","LGBDT3_0249",-33.59646667,115.21605,"Seagrasses",-15.2133188247681,0.482116171726685,0.482116171726685,7.3008600157134,7.3008600157134,-0.00742697715759277,0.0651109218597412,0.183453559875488,1
"414","LGBDT3_0251",-33.59638333,115.21605,"Seagrasses",-15.2887725830078,0.290045579079531,0.290045579079531,359.686209410736,359.686209410736,-0.0195322036743164,0.0388879776000977,0.123088836669922,32
"415","LGBDT3_0251",-33.59646667,115.21605,"Seagrasses",-15.2133188247681,0.482116171726685,0.482116171726685,7.3008600157134,7.3008600157134,-0.00742697715759277,0.0651109218597412,0.183453559875488,1
"416","LGBDT3_0259",-33.59611667,115.2160167,"Seagrasses",-15.333456993103,0.349777904839053,0.349777904839053,29.7342193806255,29.7342193806255,0.0395916700363159,0.0480836629867554,0.176774024963379,1
"417","LGBDT3_0261",-33.59601667,115.2160333,"Seagrasses",-15.4204931259155,0.57013857633442,0.57013857633442,31.8494969966412,31.8494969966412,0.0131778717041016,0.0762119293212891,0.249458312988281,1
"418","LGBDT3_0312",-33.59421667,115.2165167,"Unconsolidated",-15.6084060668945,0.236928274961143,0.236928274961143,340.230753540288,340.230753540288,-0.0100564956665039,0.0332224369049072,0.100099563598633,16
"419","LGBDT3_0315",-33.5941,115.2165333,"Unconsolidated",-15.6361799240112,0.188010826899197,0.188010826899197,342.523271459737,342.523271459737,0.000890612602233887,0.0252887010574341,0.0861063003540039,16
"420","LGBDT3_0323",-33.5938,115.2164333,"Seagrasses",-15.8953514099121,0.337124500100215,0.337124500100215,346.958109738391,346.958109738391,-0.0126287937164307,0.0466644763946533,0.144620895385742,16
"421","LGBDT3_0332",-33.59346667,115.2163167,"Seagrasses",-15.7374429702759,1.60638321871644,1.60638321871644,184.704119382936,184.704119382936,-0.0549018383026123,0.215744256973267,0.586653709411621,16
"422","LGBDT3_0366",-33.59316667,115.2165667,"Seagrasses",-15.4993486404419,0.936622855880589,0.936622855880589,357.135942965009,357.135942965009,-0.0207382440567017,0.123358607292175,0.348567962646484,16
"423","LGBDT3_0373",-33.5929,115.2165333,"Seagrasses",-15.6585273742676,0.457624648274224,0.457624648274224,309.429068080584,309.429068080584,0.0115684270858765,0.0572813749313354,0.237176895141602,16
"424","LGBDT3_0381",-33.59261667,115.2164,"Seagrasses",-15.6053981781006,1.46623601999066,1.46623601999066,179.489282979093,179.489282979093,-0.0378875732421875,0.190341711044312,0.54248046875,1
"425","LGBDT3_0385",-33.59245,115.2163333,"Turf.algae",-15.1661043167114,0.127419564968237,0.127419564968237,123.119677482434,123.119677482434,0.0766222476959229,0.0766222476959229,0.122505187988281,1
"426","LGBDT3_0390",-33.59225,115.2163,"Seagrasses",-15.3658246994019,0.992561394694936,0.992561394694936,3.19640961996894,3.19640961996894,0.0511322021484375,0.134425401687622,0.36689567565918,1
"427","LGBDT3_0400",-33.59186667,115.2162333,"Unconsolidated",-16.0562553405762,0.473349840915608,0.473349840915608,0.167001314349512,0.167001314349512,-0.00182688236236572,0.0629698038101196,0.170856475830078,16
"428","LGBDT3_0424",-33.59091667,115.2161,"Seagrasses",-16.5411262512207,0.0692773975369838,0.0692773975369838,336.194898044324,336.194898044324,0.000565767288208008,0.00975298881530762,0.0269393920898438,16
"429","LGBDT3_0426",-33.59083333,115.2161,"Seagrasses",-16.5411262512207,0.0692773975369838,0.0692773975369838,336.194898044324,336.194898044324,0.000565767288208008,0.00975298881530762,0.0269393920898438,16
"430","LGBDT3_0435",-33.59051667,115.2161,"Seagrasses",-16.6687469482422,0.29736384488367,0.29736384488367,12.5869762503062,12.5869762503062,-0.00549077987670898,0.0411348342895508,0.121112823486328,1
"431","LGBDT3_0444",-33.59018333,115.216,"Seagrasses",-16.7444763183594,0.177748470298638,0.177748470298638,321.00883932511,321.00883932511,0.00405263900756836,0.0223274230957031,0.0935821533203125,16
"432","LGBDT3_0461",-33.58951667,115.2157167,"Seagrasses",-16.9867820739746,0.273430059392067,0.273430059392067,341.751014950376,341.751014950376,0.0122194290161133,0.0362553596496582,0.125839233398438,16
"433","LGBDT3_0481",-33.58878333,115.2155833,"Seagrasses",-17.2821865081787,0.12867764630936,0.12867764630936,353.219721217113,353.219721217113,0.014681339263916,0.0186915397644043,0.0514335632324219,16
"434","LGBDT3_0503",-33.588,115.2152667,"Seagrasses",-17.645788192749,0.201379171880713,0.201379171880713,46.0192663992372,46.0192663992372,-0.00211429595947266,0.0276498794555664,0.0956974029541016,1
"435","LGBDT3_0509",-33.58778333,115.2152167,"Seagrasses",-17.7227973937988,0.360618185182245,0.360618185182245,19.4155608871082,19.4155608871082,0.00563669204711914,0.0496401786804199,0.160760879516602,1
