"","cells","Class","n","coords.x1","coords.x2","ID","depth","slope4","slope8","aspect4","aspect8","tpi","tri","roughness","flowdir"
"125","26134","Seagrasses",12,115.439470833333,-33.5590347208333,125,-9,0.120932020246983,0.120932020246983,309.994506835938,309.994506835938,-0.625,0.625,1,32
"126","26327","Seagrasses",22,115.308090904545,-33.5612734836364,126,-20,0.120934069156647,0.120934069156647,309.993682861328,309.993682861328,-0.375,0.375,1,64
"127","26341","Seagrasses",5,115.344623814286,-33.5605404771429,127,-16,0.161245241761208,0.161245241761208,309.993682861328,309.993682861328,-0.5,0.75,2,32
"128","26342","Turf.algae",6,115.34537167,-33.561941666,128,-15,0.192406997084618,0.192406997084618,285.622985839844,285.622985839844,0,0.5,2,16
"129","26379","Seagrasses",1,115.44005,-33.5601,129,-8,0.167270809412003,0.167270809412003,338.330078125,338.330078125,0,0.5,2,64
"130","26380","Seagrasses",10,115.4413131,-33.56127381,130,-8,0.161245241761208,0.161245241761208,309.993682861328,309.993682861328,-0.5,0.75,2,32
"131","26533","Seagrasses",9,115.21150625,-33.56417499875,131,-26,0.120644457638264,0.120644457638264,329.203887939453,329.203887939453,-0.5,0.5,1,128
"132","26571","Turf.algae",5,115.3075639,-33.5627583333333,132,-20,0.133963122963905,0.133963122963905,292.755310058594,292.755310058594,-0.125,0.375,2,32
"133","26572","Turf.algae",8,115.30774332,-33.563979999,133,-19,0.133963122963905,0.133963122963905,292.755310058594,292.755310058594,0.5,0.5,1,16
"134","26587","Seagrasses",17,115.346539651724,-33.5637356327586,134,-15,0.1728775203228,0.1728775203228,296.717590332031,296.717590332031,-0.375,0.625,2,32
"135","26626","Seagrasses",9,115.443965682353,-33.5637882347059,135,-7,0.120644457638264,0.120644457638264,329.203887939453,329.203887939453,-0.125,0.375,2,32
"136","26769","Seagrasses",8,115.1887988,-33.566538095,136,-25,0.0836362466216087,0.0836362466216087,338.328948974609,338.328948974609,0.75,0.75,1,1
"137","26778","Seagrasses",6,115.212067864286,-33.5663273814286,137,-25,0.183968350291252,0.183968350291252,350.335327148438,350.335327148438,-0.125,0.625,2,64
"138","26816","Seagrasses",3,115.307083333333,-33.56695,138,-20,0.133966416120529,0.133966416120529,292.754730224609,292.754730224609,-0.5,0.5,1,64
"139","26817","Turf.algae",4,115.307845242857,-33.5661571428571,139,-19,0.133966416120529,0.133966416120529,292.754730224609,292.754730224609,0.125,0.375,2,16
"140","26832","Seagrasses",1,115.3476167,-33.56508333,140,-14,0.133966416120529,0.133966416120529,292.754730224609,292.754730224609,0.5,0.5,1,16
"141","26833","Seagrasses",9,115.3483125,-33.5661777775,141,-14,0.0403127819299698,0.0403127819299698,309.992065429688,309.992065429688,0.125,0.125,1,32
